stream,step,task_id,arm,labels_before,full_brier_before,label_revealed,fixed_selected,note
0,0,2hop__511176_22458,random_candidate,0,0.34123611111111113,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,8,3hop1__622497_160088_73916,random_candidate,6,0.1794711145000246,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,8,3hop1__622497_160088_73916,selected_candidate,6,0.18019364217510148,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,9,3hop1__796649_720914_27537,random_candidate,7,0.1856653987649044,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,9,3hop1__796649_720914_27537,selected_candidate,7,0.18493376651717475,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,10,2hop__66167_90991,random_candidate,7,0.23907837391552708,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,10,2hop__66167_90991,selected_candidate,7,0.2367418595922741,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,11,2hop__6745_6731,random_candidate,7,0.20546651342243274,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,11,2hop__6745_6731,selected_candidate,7,0.20573153003151473,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,12,2hop__50068_494136,random_candidate,8,0.2164986658863129,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,12,2hop__50068_494136,selected_candidate,8,0.21646931429772634,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,13,2hop__347652_47134,random_candidate,8,0.1420874596031347,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,13,2hop__347652_47134,selected_candidate,8,0.1444925546198526,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,14,2hop__450600_158262,random_candidate,9,0.1588452579921623,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
0,14,2hop__450600_158262,selected_candidate,9,0.16207456468456496,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,0,2hop__354635_174222,random_candidate,0,0.18666388888888885,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,0,2hop__354635_174222,selected_candidate,0,0.18666388888888885,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,1,2hop__519160_78303,random_candidate,0,0.17636944444444444,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,1,2hop__519160_78303,selected_candidate,0,0.17636944444444444,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,2,2hop__56851_343058,random_candidate,1,0.21212444037418465,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,2,2hop__56851_343058,selected_candidate,1,0.2112738247110489,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,3,3hop1__157177_625046_613900,random_candidate,1,0.2780819538663246,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,3,3hop1__157177_625046_613900,selected_candidate,1,0.27024822364248174,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,4,2hop__176712_8311,random_candidate,2,0.16848026901938737,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,4,2hop__176712_8311,selected_candidate,2,0.1701958438863899,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,5,2hop__94629_1110,random_candidate,3,0.19512023884064128,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,5,2hop__94629_1110,selected_candidate,3,0.19694670158983107,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,6,2hop__53147_7298,random_candidate,4,0.2648058051844594,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,6,2hop__53147_7298,selected_candidate,4,0.2633036301240028,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,7,2hop__695432_18803,random_candidate,4,0.3527193941459313,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,7,2hop__695432_18803,selected_candidate,4,0.3382010627580538,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,8,2hop__370911_589237,random_candidate,4,0.20312939558379686,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,8,2hop__370911_589237,selected_candidate,4,0.2038298399911633,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,9,3hop1__398232_326948_10972,random_candidate,5,0.2790454184221606,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,9,3hop1__398232_326948_10972,selected_candidate,5,0.2700675851090436,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,10,3hop1__64694_34179_23375,random_candidate,5,0.2031651602804907,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,10,3hop1__64694_34179_23375,selected_candidate,5,0.20420041973495864,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,11,2hop__79875_84469,random_candidate,6,0.15054751881230455,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,11,2hop__79875_84469,selected_candidate,6,0.15793913884935143,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,12,4hop2__161602_426860_88460_21074,random_candidate,7,0.3651662439907051,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,12,4hop2__161602_426860_88460_21074,selected_candidate,7,0.36545539044329395,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,13,3hop1__497845_629431_124169,random_candidate,8,0.3442250770156486,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,13,3hop1__497845_629431_124169,selected_candidate,8,0.33642691703255106,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,14,2hop__78756_198548,random_candidate,9,0.23812125398762393,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
1,14,2hop__78756_198548,selected_candidate,9,0.2374769609325064,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,0,2hop__175175_347233,random_candidate,0,0.14779444444444448,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,0,2hop__175175_347233,selected_candidate,0,0.14779444444444448,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,1,2hop__13731_801817,random_candidate,1,0.34090060262739985,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,1,2hop__13731_801817,selected_candidate,1,0.33953967366648574,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,2,2hop__67660_81007,random_candidate,2,0.31197095928621243,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,2,2hop__67660_81007,selected_candidate,2,0.2989869481490735,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,3,2hop__6827_55848,random_candidate,3,0.31166046121365193,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,3,2hop__6827_55848,selected_candidate,3,0.29042856589291766,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,4,3hop2__14777_8533_9331,random_candidate,4,0.33095,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,4,3hop2__14777_8533_9331,selected_candidate,4,0.33095,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,5,3hop1__843207_755530_88011,random_candidate,5,0.38433907155850416,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,5,3hop1__843207_755530_88011,selected_candidate,5,0.39091886623768124,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,6,2hop__28287_89399,random_candidate,6,0.22408059224107763,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,6,2hop__28287_89399,selected_candidate,6,0.2285882244286675,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,7,2hop__39954_80303,random_candidate,6,0.16171039586531777,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,7,2hop__39954_80303,selected_candidate,6,0.15442083529368783,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,8,2hop__233551_746883,random_candidate,7,0.24487564815054277,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,8,2hop__233551_746883,selected_candidate,7,0.25101912028019563,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,9,2hop__673655_316668,random_candidate,8,0.197142062459409,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,9,2hop__673655_316668,selected_candidate,8,0.1970971455309841,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,10,2hop__326140_9237,random_candidate,9,0.21228509370452503,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,10,2hop__326140_9237,selected_candidate,9,0.20909324219256084,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,11,2hop__153573_109006,random_candidate,9,0.3708586771378444,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,11,2hop__153573_109006,selected_candidate,9,0.37489341377915336,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,12,2hop__199216_33564,random_candidate,9,0.3946611327594296,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,12,2hop__199216_33564,selected_candidate,9,0.39951422261089486,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,13,2hop__475070_532404,random_candidate,9,0.24725155327112447,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,13,2hop__475070_532404,selected_candidate,9,0.24904472244325798,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,14,3hop1__145427_106426_77199,random_candidate,10,0.20095000000000002,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
2,14,3hop1__145427_106426_77199,selected_candidate,10,0.20095000000000002,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,0,2hop__445963_6095,random_candidate,0,0.14540277777777783,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,0,2hop__445963_6095,selected_candidate,0,0.14540277777777783,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,1,3hop1__617062_127905_92225,random_candidate,1,0.18559553759446532,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,1,3hop1__617062_127905_92225,selected_candidate,1,0.19530037557450877,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,2,4hop1__860115_798482_131926_13165,random_candidate,2,0.3411268981633706,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,2,4hop1__860115_798482_131926_13165,selected_candidate,2,0.3366454917364841,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,3,2hop__289517_139339,random_candidate,3,0.26566192822112467,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,3,2hop__289517_139339,selected_candidate,3,0.24313362595634955,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,4,2hop__574419_270105,random_candidate,3,0.28088865593467993,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,4,2hop__574419_270105,selected_candidate,3,0.29149653197819103,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,5,3hop1__103890_10659_67187,random_candidate,4,0.17616951415572651,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,5,3hop1__103890_10659_67187,selected_candidate,4,0.18057081660856342,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,6,3hop1__483634_720378_15538,random_candidate,4,0.22272360655806103,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,6,3hop1__483634_720378_15538,selected_candidate,4,0.23066975219278807,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,7,2hop__161872_21567,random_candidate,4,0.18890101596857206,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,7,2hop__161872_21567,selected_candidate,4,0.19298569021069287,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,8,3hop1__158848_66089_86107,random_candidate,4,0.22133374914351286,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,8,3hop1__158848_66089_86107,selected_candidate,4,0.21637658711936983,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,9,2hop__337223_56873,random_candidate,5,0.23242862248759516,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,9,2hop__337223_56873,selected_candidate,5,0.2151515328318505,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,10,3hop1__90327_78276_68042,random_candidate,6,0.34080793477856364,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,10,3hop1__90327_78276_68042,selected_candidate,6,0.3385522903710024,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,11,2hop__62823_654855,random_candidate,7,0.23452351878505884,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,11,2hop__62823_654855,selected_candidate,7,0.22307771923146588,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,12,3hop2__89048_860687_66294,random_candidate,7,0.16018614154802882,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,12,3hop2__89048_860687_66294,selected_candidate,7,0.18225958428872674,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,13,2hop__31585_61048,random_candidate,7,0.14436474723414555,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,13,2hop__31585_61048,selected_candidate,7,0.15743413247979737,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,14,3hop1__93963_170667_18967,random_candidate,8,0.1865566388887796,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
3,14,3hop1__93963_170667_18967,selected_candidate,8,0.19489937711904468,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,0,3hop1__145924_131905_41948,random_candidate,0,0.2460694444444444,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,0,3hop1__145924_131905_41948,selected_candidate,0,0.2460694444444444,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,1,2hop__135963_486257,random_candidate,1,0.4559049762103395,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,1,2hop__135963_486257,selected_candidate,1,0.43214075007072544,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,2,3hop1__390673_228453_86925,random_candidate,2,0.34091721952471743,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,2,3hop1__390673_228453_86925,selected_candidate,2,0.3409077347855348,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,3,2hop__799936_20273,random_candidate,2,0.22452811479490362,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,3,2hop__799936_20273,selected_candidate,2,0.20333586958167194,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,4,2hop__245835_762148,random_candidate,3,0.2413613014649691,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,4,2hop__245835_762148,selected_candidate,3,0.23816715060272567,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,5,2hop__593397_224832,random_candidate,4,0.25869155867876936,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,5,2hop__593397_224832,selected_candidate,4,0.2550266621934657,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,6,2hop__488811_30110,random_candidate,5,0.3519275357146185,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,6,2hop__488811_30110,selected_candidate,5,0.3546554185441294,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,7,2hop__48784_70131,random_candidate,5,0.3079099890463539,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,7,2hop__48784_70131,selected_candidate,5,0.3052065259592638,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,8,3hop1__321720_650651_7262,random_candidate,6,0.21399510709121325,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,8,3hop1__321720_650651_7262,selected_candidate,6,0.21633284152613294,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,9,2hop__21103_16334,random_candidate,7,0.31763032319811996,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,9,2hop__21103_16334,selected_candidate,7,0.31832192401899645,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,10,3hop1__103197_214799_259594,random_candidate,7,0.20986918382290043,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,10,3hop1__103197_214799_259594,selected_candidate,7,0.20898871298779897,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,11,3hop1__354480_834494_34109,random_candidate,7,0.274905459521152,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,11,3hop1__354480_834494_34109,selected_candidate,7,0.2715789323913734,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,12,4hop3__373866_5189_38229_86687,random_candidate,7,0.18386478228362274,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,12,4hop3__373866_5189_38229_86687,selected_candidate,7,0.18201328332824548,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,13,3hop1__119402_102039_158266,random_candidate,8,0.16230691224282442,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,13,3hop1__119402_102039_158266,selected_candidate,8,0.16231578445829864,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,14,2hop__80546_75184,random_candidate,9,0.2352088155787101,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
4,14,2hop__80546_75184,selected_candidate,9,0.23504141435157502,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,0,3hop1__86965_488922_4093,random_candidate,0,0.4070694444444444,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,0,3hop1__86965_488922_4093,selected_candidate,0,0.4070694444444444,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,1,2hop__635187_861533,random_candidate,1,0.1990646693352126,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,1,2hop__635187_861533,selected_candidate,1,0.20226246692659852,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,2,2hop__333020_69048,random_candidate,2,0.36547667208139517,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,2,2hop__333020_69048,selected_candidate,2,0.39509806802209624,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,3,2hop__80673_510545,random_candidate,3,0.1886422521329023,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,3,2hop__80673_510545,selected_candidate,3,0.18749972868302403,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,4,2hop__84937_148696,random_candidate,3,0.18554979065682714,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,4,2hop__84937_148696,selected_candidate,3,0.17827806172390304,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,5,4hop3__710473_354093_254885_76356,random_candidate,3,0.18685683990174606,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,5,4hop3__710473_354093_254885_76356,selected_candidate,3,0.1801385912408369,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,6,3hop2__43283_12039_93690,random_candidate,4,0.21179039119896148,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,6,3hop2__43283_12039_93690,selected_candidate,4,0.2152416605907474,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,7,3hop1__131820_59747_43101,random_candidate,5,0.24166709796730934,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,7,3hop1__131820_59747_43101,selected_candidate,5,0.23653512856136635,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,8,2hop__29752_814677,random_candidate,6,0.3911951379995717,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,8,2hop__29752_814677,selected_candidate,6,0.4044437957297531,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,9,3hop1__67704_237521_291682,random_candidate,6,0.20633925629410463,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,9,3hop1__67704_237521_291682,selected_candidate,6,0.20487130758435323,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,10,3hop1__401538_132457_47686,random_candidate,7,0.307401850712036,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,10,3hop1__401538_132457_47686,selected_candidate,7,0.30776288487345366,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,11,4hop1__364476_439408_131976_90181,random_candidate,7,0.2303108078431252,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,11,4hop1__364476_439408_131976_90181,selected_candidate,7,0.23238437364121567,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,12,3hop2__326964_7719_7713,random_candidate,8,0.2063304257097509,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,12,3hop2__326964_7719_7713,selected_candidate,8,0.2070019341670715,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,13,4hop1__199881_378185_282674_759393,random_candidate,8,0.2634625365654829,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,13,4hop1__199881_378185_282674_759393,selected_candidate,8,0.2655449941835353,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,14,3hop2__140194_49541_51068,random_candidate,9,0.1724854698344351,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
5,14,3hop2__140194_49541_51068,selected_candidate,9,0.1715661281657039,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,0,2hop__75207_365216,random_candidate,0,0.20752500000000002,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,0,2hop__75207_365216,selected_candidate,0,0.20752500000000002,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,1,3hop1__31995_24918_24939,random_candidate,0,0.20104999999999998,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,1,3hop1__31995_24918_24939,selected_candidate,0,0.20104999999999998,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,2,2hop__852122_150107,random_candidate,0,0.2402361111111111,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,2,2hop__852122_150107,selected_candidate,0,0.2402361111111111,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,3,2hop__30905_189318,random_candidate,1,0.3802998719035854,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,3,2hop__30905_189318,selected_candidate,1,0.4021714899920208,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,4,3hop1__53690_161697_49779,random_candidate,1,0.20921693600385652,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,4,3hop1__53690_161697_49779,selected_candidate,1,0.20480384648982333,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,5,2hop__632161_643449,random_candidate,2,0.20095000000000002,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,5,2hop__632161_643449,selected_candidate,2,0.20095000000000002,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,6,2hop__468778_88165,random_candidate,3,0.1747894110472086,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,6,2hop__468778_88165,selected_candidate,3,0.17426761060702545,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,7,2hop__73921_807969,random_candidate,4,0.17861043257776696,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,7,2hop__73921_807969,selected_candidate,4,0.17990402375570647,0,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,8,2hop__15368_17873,random_candidate,4,0.2216084803915575,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,8,2hop__15368_17873,selected_candidate,4,0.22369776035292113,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,9,2hop__705035_152093,random_candidate,5,0.19955577706751843,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,9,2hop__705035_152093,selected_candidate,5,0.2027324943470279,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,10,2hop__3131_3300,random_candidate,6,0.36116070161149216,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,10,2hop__3131_3300,selected_candidate,6,0.3510427857981833,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,11,3hop1__587540_514761_594810,random_candidate,7,0.2949724035936372,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,11,3hop1__587540_514761_594810,selected_candidate,7,0.2953183883619663,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,12,3hop2__30956_65244_84681,random_candidate,8,0.19509265551251326,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,12,3hop2__30956_65244_84681,selected_candidate,8,0.1930395331871933,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,13,4hop1__360072_508773_85832_745702,random_candidate,9,0.20913529763051666,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,13,4hop1__360072_508773_85832_745702,selected_candidate,9,0.20572025522928947,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
6,14,2hop__42578_55840,random_candidate,10,0.12265852417786142,1,3,count-matched diagnostic with fixed equal-pool selection; no principal utility claim
