mechanism,worker_id,task_id,cluster_id,family,offset,baseline_payoff,deviation_payoff,deviation_gain,selection_change,principal_value_change
coupled_winner,openai_small,3hop1__857_846_7798,3hop1__857_846_7798,musique,0.3,0.0,1.5,1.5,1,0.252672
coupled_winner,openai_small,3hop2__304722_297619_63959,3hop2__304722_297619_63959,musique,0.3,1.1400000000000001,0.6900000000000002,-0.44999999999999996,0,0.0
coupled_winner,openai_small,3hop1__756602_831637_91775,3hop1__756602_831637_91775,musique,0.3,0.0,1.5,1.5,1,0.0011670000000000014
coupled_winner,openai_small,3hop1__28841_547811_41132,3hop1__28841_547811_41132,musique,0.3,0.0,1.5,1.5,1,0.127253
coupled_winner,openai_small,3hop2__27069_92991_76291,3hop2__27069_92991_76291,musique,0.3,0.0,1.0,1.0,1,0.12686519999999998
coupled_winner,openai_small,4hop1__767417_624859_355213_203322,4hop1__767417_624859_355213_203322,musique,0.3,0.9375,0.5,-0.4375,0,0.0
coupled_winner,openai_small,4hop1__58323_375563_161848_28750,4hop1__58323_375563_161848_28750,musique,0.3,0.0,0.6900000000000002,0.6900000000000002,1,0.0015911999999999999
coupled_winner,openai_small,4hop1__802394_153080_159767_81096,4hop1__802394_153080_159767_81096,musique,0.3,0.9375,0.5,-0.4375,0,0.0
coupled_winner,openai_small,4hop1__145422_698949_157828_162309,4hop1__145422_698949_157828_162309,musique,0.3,0.0,0.5,0.5,1,0.0019141000000000002
coupled_winner,openai_small,4hop1__152562_5274_458768_33632,4hop1__152562_5274_458768_33632,musique,0.3,0.0,1.0,1.0,1,-0.11691379999999998
coupled_winner,openai_small,4hop3__193820_466199_128875_72134,4hop3__193820_466199_128875_72134,musique,0.3,0.0,0.5,0.5,1,-0.2486824
coupled_winner,openai_small,4hop1__56635_49925_13759_736921,4hop1__56635_49925_13759_736921,musique,0.3,0.0,1.49,1.49,1,0.002170399999999989
coupled_winner,openai_small,4hop1__73810_32392_823060_610794,4hop1__73810_32392_823060_610794,musique,0.3,0.9375,0.5,-0.4375,0,0.0
coupled_winner,openai_small,4hop1__161765_53706_795904_580996,4hop1__161765_53706_795904_580996,musique,0.3,0.0,0.5975,0.5975,1,0.0203392
coupled_winner,openai_small,4hop3__673447_132409_371500_35031,4hop3__673447_132409_371500_35031,musique,0.3,0.0,0.5975,0.5975,1,0.0029291
coupled_winner,anthropic_small,2hop__131951_643670,2hop__131951_643670,musique,0.05,0.7256,0.6350999999999999,-0.09050000000000014,0,0.0
coupled_winner,anthropic_small,2hop__161151_42352,2hop__161151_42352,musique,0.05,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_small,2hop__691639_154896,2hop__691639_154896,musique,0.05,0.8916,0.8110999999999999,-0.08050000000000002,0,0.0
coupled_winner,anthropic_small,2hop__13353_17738,2hop__13353_17738,musique,0.05,1.4516,1.4711,0.019500000000000073,0,0.0
coupled_winner,anthropic_small,2hop__133116_533882,2hop__133116_533882,musique,0.05,0.6164000000000001,0.5199,-0.09650000000000003,0,0.0
coupled_winner,anthropic_small,2hop__763840_144857,2hop__763840_144857,musique,0.05,0.6164000000000001,0.5199,-0.09650000000000003,0,0.0
coupled_winner,anthropic_small,2hop__728887_159109,2hop__728887_159109,musique,0.05,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_small,2hop__84103_345851,2hop__84103_345851,musique,0.05,1.4830999999999999,1.4936,0.010500000000000176,0,0.0
coupled_winner,anthropic_small,2hop__151705_141308,2hop__151705_141308,musique,0.05,0.8916,0.8110999999999999,-0.08050000000000002,0,0.0
coupled_winner,anthropic_small,2hop__158247_71142,2hop__158247_71142,musique,0.05,1.4964,1.4999,0.0035000000000000586,0,0.0
coupled_winner,anthropic_small,3hop1__103662_443779_52195,3hop1__103662_443779_52195,musique,0.05,1.4856,1.4950999999999999,0.009499999999999842,0,0.0
coupled_winner,anthropic_small,3hop1__469478_15840_36002,3hop1__469478_15840_36002,musique,0.05,0.8276000000000001,0.7431,-0.08450000000000013,0,0.0
coupled_winner,anthropic_small,3hop1__30885_160713_77246,3hop1__30885_160713_77246,musique,0.05,0.8916,0.8110999999999999,-0.08050000000000002,0,0.0
coupled_winner,anthropic_small,3hop1__222497_737465_93723,3hop1__222497_737465_93723,musique,0.05,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_small,3hop1__135794_87694_64412,3hop1__135794_87694_64412,musique,0.05,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_small,3hop1__857_846_7798,3hop1__857_846_7798,musique,0.05,0.0,1.4950999999999999,1.4950999999999999,1,0.250466
coupled_winner,anthropic_small,3hop2__304722_297619_63959,3hop2__304722_297619_63959,musique,0.05,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_small,3hop1__756602_831637_91775,3hop1__756602_831637_91775,musique,0.05,1.4964,1.4999,0.0035000000000000586,0,0.0
coupled_winner,anthropic_small,3hop1__28841_547811_41132,3hop1__28841_547811_41132,musique,0.05,1.0564,1.0099,-0.046499999999999986,0,0.0
coupled_winner,anthropic_small,3hop2__27069_92991_76291,3hop2__27069_92991_76291,musique,0.05,0.8916,0.8110999999999999,-0.08050000000000002,0,0.0
coupled_winner,anthropic_small,4hop1__767417_624859_355213_203322,4hop1__767417_624859_355213_203322,musique,0.05,0.0,1.1411,1.1411,1,0.1227525
coupled_winner,anthropic_small,4hop1__58323_375563_161848_28750,4hop1__58323_375563_161848_28750,musique,0.05,0.8276000000000001,0.7431,-0.08450000000000013,0,0.0
coupled_winner,anthropic_small,4hop1__802394_153080_159767_81096,4hop1__802394_153080_159767_81096,musique,0.05,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_small,4hop1__145422_698949_157828_162309,4hop1__145422_698949_157828_162309,musique,0.05,0.7256,0.6350999999999999,-0.09050000000000014,0,0.0
coupled_winner,anthropic_small,4hop1__152562_5274_458768_33632,4hop1__152562_5274_458768_33632,musique,0.05,0.0,1.4711,1.4711,1,0.006492999999999999
coupled_winner,anthropic_small,4hop3__193820_466199_128875_72134,4hop3__193820_466199_128875_72134,musique,0.05,1.4830999999999999,1.4936,0.010500000000000176,0,0.0
coupled_winner,anthropic_small,4hop1__56635_49925_13759_736921,4hop1__56635_49925_13759_736921,musique,0.05,1.4856,1.4950999999999999,0.009499999999999842,0,0.0
coupled_winner,anthropic_small,4hop1__73810_32392_823060_610794,4hop1__73810_32392_823060_610794,musique,0.05,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_small,4hop1__161765_53706_795904_580996,4hop1__161765_53706_795904_580996,musique,0.05,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_small,4hop3__673447_132409_371500_35031,4hop3__673447_132409_371500_35031,musique,0.05,0.7256,0.6350999999999999,-0.09050000000000014,0,0.0
coupled_winner,openai_large,2hop__131951_643670,2hop__131951_643670,musique,0.5,0.0,0.5,0.5,1,-0.00025
coupled_winner,openai_large,2hop__161151_42352,2hop__161151_42352,musique,0.5,0.0,1.0,1.0,1,-0.12767440000000002
coupled_winner,openai_large,2hop__691639_154896,2hop__691639_154896,musique,0.5,0.0,0.5,0.5,1,0.0002565000000000002
coupled_winner,openai_large,2hop__13353_17738,2hop__13353_17738,musique,0.5,0.0,1.5,1.5,1,-0.00046700000000002295
coupled_winner,openai_large,2hop__133116_533882,2hop__133116_533882,musique,0.5,0.0,0.0,0.0,0,0.0
coupled_winner,openai_large,2hop__763840_144857,2hop__763840_144857,musique,0.5,0.0,0.0,0.0,0,0.0
coupled_winner,openai_large,2hop__728887_159109,2hop__728887_159109,musique,0.5,0.0,0.5,0.5,1,0.003642
coupled_winner,openai_large,2hop__84103_345851,2hop__84103_345851,musique,0.5,0.0,1.5,1.5,1,-0.0004800000000000082
coupled_winner,openai_large,2hop__151705_141308,2hop__151705_141308,musique,0.5,0.0,0.5,0.5,1,-0.00038600000000000006
coupled_winner,openai_large,2hop__158247_71142,2hop__158247_71142,musique,0.5,0.0,0.0,0.0,0,0.0
coupled_winner,openai_large,3hop1__103662_443779_52195,3hop1__103662_443779_52195,musique,0.5,0.0,1.5,1.5,1,-0.0004940000000000222
coupled_winner,openai_large,3hop1__469478_15840_36002,3hop1__469478_15840_36002,musique,0.5,0.0,0.5,0.5,1,-1.1000000000000159e-05
coupled_winner,openai_large,3hop1__30885_160713_77246,3hop1__30885_160713_77246,musique,0.5,0.0,0.5,0.5,1,-0.0007749999999999996
coupled_winner,openai_large,3hop1__222497_737465_93723,3hop1__222497_737465_93723,musique,0.5,0.0,1.5,1.5,1,-0.0024543999999999955
coupled_winner,openai_large,3hop1__135794_87694_64412,3hop1__135794_87694_64412,musique,0.5,0.0,1.0,1.0,1,-0.11951200000000001
coupled_winner,openai_large,3hop1__857_846_7798,3hop1__857_846_7798,musique,0.5,0.5,0.5,0.0,0,0.0
coupled_winner,openai_large,3hop2__304722_297619_63959,3hop2__304722_297619_63959,musique,0.5,0.0,1.0,1.0,1,0.12196560000000001
coupled_winner,openai_large,3hop1__756602_831637_91775,3hop1__756602_831637_91775,musique,0.5,0.0,0.0,0.0,0,0.0
coupled_winner,openai_large,3hop1__28841_547811_41132,3hop1__28841_547811_41132,musique,0.5,0.0,0.0,0.0,0,0.0
coupled_winner,openai_large,3hop2__27069_92991_76291,3hop2__27069_92991_76291,musique,0.5,0.0,1.5,1.5,1,0.249414
coupled_winner,openai_large,4hop1__767417_624859_355213_203322,4hop1__767417_624859_355213_203322,musique,0.5,0.0,0.5,0.5,1,-0.002032
coupled_winner,openai_large,4hop1__58323_375563_161848_28750,4hop1__58323_375563_161848_28750,musique,0.5,0.0,0.5,0.5,1,-0.001972
coupled_winner,openai_large,4hop1__802394_153080_159767_81096,4hop1__802394_153080_159767_81096,musique,0.5,0.0,0.5,0.5,1,-0.0021504000000000002
coupled_winner,openai_large,4hop1__145422_698949_157828_162309,4hop1__145422_698949_157828_162309,musique,0.5,0.0,0.5,0.5,1,-0.0005034999999999996
coupled_winner,openai_large,4hop1__152562_5274_458768_33632,4hop1__152562_5274_458768_33632,musique,0.5,0.0,0.5,0.5,1,-0.243925
coupled_winner,openai_large,4hop3__193820_466199_128875_72134,4hop3__193820_466199_128875_72134,musique,0.5,0.0,1.5,1.5,1,-0.0004079999999999917
coupled_winner,openai_large,4hop1__56635_49925_13759_736921,4hop1__56635_49925_13759_736921,musique,0.5,0.0,1.5,1.5,1,-0.0005640000000000089
coupled_winner,openai_large,4hop1__73810_32392_823060_610794,4hop1__73810_32392_823060_610794,musique,0.5,0.0,1.5,1.5,1,0.2446832
coupled_winner,openai_large,4hop1__161765_53706_795904_580996,4hop1__161765_53706_795904_580996,musique,0.5,0.0,0.5,0.5,1,0.018472000000000002
coupled_winner,openai_large,4hop3__673447_132409_371500_35031,4hop3__673447_132409_371500_35031,musique,0.5,0.0,0.5,0.5,1,-0.0021244999999999997
coupled_winner,anthropic_large,2hop__131951_643670,2hop__131951_643670,musique,0.25,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_large,2hop__161151_42352,2hop__161151_42352,musique,0.25,0.0,1.5,1.5,1,-0.008522400000000013
coupled_winner,anthropic_large,2hop__691639_154896,2hop__691639_154896,musique,0.25,0.0,0.5,0.5,1,-0.0047905000000000005
coupled_winner,anthropic_large,2hop__13353_17738,2hop__13353_17738,musique,0.25,0.0,1.5,1.5,1,-0.005199000000000009
coupled_winner,anthropic_large,2hop__133116_533882,2hop__133116_533882,musique,0.25,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_large,2hop__763840_144857,2hop__763840_144857,musique,0.25,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_large,2hop__728887_159109,2hop__728887_159109,musique,0.25,0.69,0.5,-0.18999999999999995,0,0.0
coupled_winner,anthropic_large,2hop__84103_345851,2hop__84103_345851,musique,0.25,0.0,1.5,1.5,1,-0.006535999999999986
coupled_winner,anthropic_large,2hop__151705_141308,2hop__151705_141308,musique,0.25,0.0,0.5,0.5,1,-0.004926
coupled_winner,anthropic_large,2hop__158247_71142,2hop__158247_71142,musique,0.25,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_large,3hop1__103662_443779_52195,3hop1__103662_443779_52195,musique,0.25,0.0,1.5,1.5,1,-0.006988000000000022
coupled_winner,anthropic_large,3hop1__469478_15840_36002,3hop1__469478_15840_36002,musique,0.25,0.0,0.5,0.5,1,-0.005581
coupled_winner,anthropic_large,3hop1__30885_160713_77246,3hop1__30885_160713_77246,musique,0.25,0.0,1.0,1.0,1,0.112693
coupled_winner,anthropic_large,3hop1__222497_737465_93723,3hop1__222497_737465_93723,musique,0.25,0.0,1.5,1.5,1,-0.010500399999999993
coupled_winner,anthropic_large,3hop1__135794_87694_64412,3hop1__135794_87694_64412,musique,0.25,1.49,1.5,0.010000000000000009,0,0.0
coupled_winner,anthropic_large,3hop1__857_846_7798,3hop1__857_846_7798,musique,0.25,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_large,3hop2__304722_297619_63959,3hop2__304722_297619_63959,musique,0.25,0.0,1.5,1.5,1,0.23368660000000002
coupled_winner,anthropic_large,3hop1__756602_831637_91775,3hop1__756602_831637_91775,musique,0.25,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_large,3hop1__28841_547811_41132,3hop1__28841_547811_41132,musique,0.25,0.0,0.0,0.0,0,0.0
coupled_winner,anthropic_large,3hop2__27069_92991_76291,3hop2__27069_92991_76291,musique,0.25,0.0,1.5,1.5,1,0.244198
coupled_winner,anthropic_large,4hop1__767417_624859_355213_203322,4hop1__767417_624859_355213_203322,musique,0.25,0.0,1.5,1.5,1,0.24032
coupled_winner,anthropic_large,4hop1__58323_375563_161848_28750,4hop1__58323_375563_161848_28750,musique,0.25,0.0,0.5,0.5,1,-0.005529999999999999
coupled_winner,anthropic_large,4hop1__802394_153080_159767_81096,4hop1__802394_153080_159767_81096,musique,0.25,0.0,1.5,1.5,1,0.2417656
coupled_winner,anthropic_large,4hop1__145422_698949_157828_162309,4hop1__145422_698949_157828_162309,musique,0.25,0.0,0.5,0.5,1,-0.007960499999999999
coupled_winner,anthropic_large,4hop1__152562_5274_458768_33632,4hop1__152562_5274_458768_33632,musique,0.25,1.49,1.5,0.010000000000000009,0,0.0
coupled_winner,anthropic_large,4hop3__193820_466199_128875_72134,4hop3__193820_466199_128875_72134,musique,0.25,0.0,1.5,1.5,1,-0.007315999999999989
coupled_winner,anthropic_large,4hop1__56635_49925_13759_736921,4hop1__56635_49925_13759_736921,musique,0.25,0.0,1.5,1.5,1,-0.006991999999999998
coupled_winner,anthropic_large,4hop1__73810_32392_823060_610794,4hop1__73810_32392_823060_610794,musique,0.25,0.0,1.5,1.5,1,0.23985320000000002
coupled_winner,anthropic_large,4hop1__161765_53706_795904_580996,4hop1__161765_53706_795904_580996,musique,0.25,0.7775000000000001,0.5,-0.2775000000000001,0,0.0
coupled_winner,anthropic_large,4hop3__673447_132409_371500_35031,4hop3__673447_132409_371500_35031,musique,0.25,0.0,1.0,1.0,1,0.1183035
coupled_audit,openai_small,2hop__131951_643670,2hop__131951_643670,musique,0.3,0.5774999999999999,0.5975,0.02000000000000013,1,0.0009459999999999999
coupled_audit,openai_small,2hop__161151_42352,2hop__161151_42352,musique,0.3,1.4375,1.5,0.0625,0,0.0
coupled_audit,openai_small,2hop__691639_154896,2hop__691639_154896,musique,0.3,0.64,0.6900000000000002,0.050000000000000155,1,0.0024581
coupled_audit,openai_small,2hop__13353_17738,2hop__13353_17738,musique,0.3,0.84,1.49,0.65,1,0.0018466000000000038
coupled_audit,openai_small,2hop__133116_533882,2hop__133116_533882,musique,0.3,0.51,0.5,-0.010000000000000009,1,0.0013698
coupled_audit,openai_small,2hop__763840_144857,2hop__763840_144857,musique,0.3,0.51,0.5,-0.010000000000000009,1,0.001435
coupled_audit,openai_small,2hop__728887_159109,2hop__728887_159109,musique,0.3,0.51,0.5,-0.010000000000000009,1,0.0051228
coupled_audit,openai_small,2hop__84103_345851,2hop__84103_345851,musique,0.3,0.9099999999999999,1.5,0.5900000000000001,1,0.0021072000000000035
coupled_audit,openai_small,2hop__151705_141308,2hop__151705_141308,musique,0.3,0.64,0.6900000000000002,0.050000000000000155,1,0.001486
coupled_audit,openai_small,2hop__158247_71142,2hop__158247_71142,musique,0.3,0.74,1.09,0.3500000000000001,1,-0.1227732
coupled_audit,openai_small,3hop1__103662_443779_52195,3hop1__103662_443779_52195,musique,0.3,0.9099999999999999,1.5,0.5900000000000001,1,0.0022435999999999845
coupled_audit,openai_small,3hop1__469478_15840_36002,3hop1__469478_15840_36002,musique,0.3,0.51,0.5,-0.010000000000000009,1,0.002309
coupled_audit,openai_small,3hop1__30885_160713_77246,3hop1__30885_160713_77246,musique,0.3,0.51,0.5,-0.010000000000000009,1,0.0025626
coupled_audit,openai_small,3hop1__222497_737465_93723,3hop1__222497_737465_93723,musique,0.3,1.4375,1.5,0.0625,0,0.0
coupled_audit,openai_small,3hop1__135794_87694_64412,3hop1__135794_87694_64412,musique,0.3,0.5774999999999999,0.5975,0.02000000000000013,1,-0.2421944
coupled_audit,openai_small,3hop1__857_846_7798,3hop1__857_846_7798,musique,0.3,0.9099999999999999,1.5,0.5900000000000001,1,0.252672
coupled_audit,openai_small,3hop2__304722_297619_63959,3hop2__304722_297619_63959,musique,0.3,1.1400000000000001,0.6900000000000002,-0.44999999999999996,0,0.0
coupled_audit,openai_small,3hop1__756602_831637_91775,3hop1__756602_831637_91775,musique,0.3,0.9099999999999999,1.5,0.5900000000000001,1,0.0011670000000000014
coupled_audit,openai_small,3hop1__28841_547811_41132,3hop1__28841_547811_41132,musique,0.3,0.9099999999999999,1.5,0.5900000000000001,1,0.127253
coupled_audit,openai_small,3hop2__27069_92991_76291,3hop2__27069_92991_76291,musique,0.3,0.71,1.0,0.29000000000000004,1,0.12686519999999998
coupled_audit,openai_small,4hop1__767417_624859_355213_203322,4hop1__767417_624859_355213_203322,musique,0.3,0.9375,0.5,-0.4375,0,0.0
coupled_audit,openai_small,4hop1__58323_375563_161848_28750,4hop1__58323_375563_161848_28750,musique,0.3,0.64,0.6900000000000002,0.050000000000000155,1,0.0015911999999999999
coupled_audit,openai_small,4hop1__802394_153080_159767_81096,4hop1__802394_153080_159767_81096,musique,0.3,0.9375,0.5,-0.4375,0,0.0
coupled_audit,openai_small,4hop1__145422_698949_157828_162309,4hop1__145422_698949_157828_162309,musique,0.3,0.51,0.5,-0.010000000000000009,1,0.0019141000000000002
coupled_audit,openai_small,4hop1__152562_5274_458768_33632,4hop1__152562_5274_458768_33632,musique,0.3,0.71,1.0,0.29000000000000004,1,-0.11691379999999998
coupled_audit,openai_small,4hop3__193820_466199_128875_72134,4hop3__193820_466199_128875_72134,musique,0.3,0.51,0.5,-0.010000000000000009,1,-0.2486824
coupled_audit,openai_small,4hop1__56635_49925_13759_736921,4hop1__56635_49925_13759_736921,musique,0.3,0.84,1.49,0.65,1,0.002170399999999989
coupled_audit,openai_small,4hop1__73810_32392_823060_610794,4hop1__73810_32392_823060_610794,musique,0.3,0.9375,0.5,-0.4375,0,0.0
coupled_audit,openai_small,4hop1__161765_53706_795904_580996,4hop1__161765_53706_795904_580996,musique,0.3,0.5774999999999999,0.5975,0.02000000000000013,1,0.0203392
coupled_audit,openai_small,4hop3__673447_132409_371500_35031,4hop3__673447_132409_371500_35031,musique,0.3,0.5774999999999999,0.5975,0.02000000000000013,1,0.0029291
coupled_audit,anthropic_small,2hop__131951_643670,2hop__131951_643670,musique,0.05,0.7256,0.6350999999999999,-0.09050000000000014,0,0.0
coupled_audit,anthropic_small,2hop__161151_42352,2hop__161151_42352,musique,0.05,0.9216,0.8911,-0.03049999999999997,0,0.0
coupled_audit,anthropic_small,2hop__691639_154896,2hop__691639_154896,musique,0.05,0.8916,0.8110999999999999,-0.08050000000000002,0,0.0
coupled_audit,anthropic_small,2hop__13353_17738,2hop__13353_17738,musique,0.05,1.4516,1.4711,0.019500000000000073,0,0.0
coupled_audit,anthropic_small,2hop__133116_533882,2hop__133116_533882,musique,0.05,0.6164000000000001,0.5199,-0.09650000000000003,0,0.0
coupled_audit,anthropic_small,2hop__763840_144857,2hop__763840_144857,musique,0.05,0.6164000000000001,0.5199,-0.09650000000000003,0,0.0
coupled_audit,anthropic_small,2hop__728887_159109,2hop__728887_159109,musique,0.05,0.9775,0.96,-0.01750000000000007,0,0.0
coupled_audit,anthropic_small,2hop__84103_345851,2hop__84103_345851,musique,0.05,1.4830999999999999,1.4936,0.010500000000000176,0,0.0
coupled_audit,anthropic_small,2hop__151705_141308,2hop__151705_141308,musique,0.05,0.8916,0.8110999999999999,-0.08050000000000002,0,0.0
coupled_audit,anthropic_small,2hop__158247_71142,2hop__158247_71142,musique,0.05,1.4964,1.4999,0.0035000000000000586,0,0.0
coupled_audit,anthropic_small,3hop1__103662_443779_52195,3hop1__103662_443779_52195,musique,0.05,1.4856,1.4950999999999999,0.009499999999999842,0,0.0
coupled_audit,anthropic_small,3hop1__469478_15840_36002,3hop1__469478_15840_36002,musique,0.05,0.8276000000000001,0.7431,-0.08450000000000013,0,0.0
coupled_audit,anthropic_small,3hop1__30885_160713_77246,3hop1__30885_160713_77246,musique,0.05,0.8916,0.8110999999999999,-0.08050000000000002,0,0.0
coupled_audit,anthropic_small,3hop1__222497_737465_93723,3hop1__222497_737465_93723,musique,0.05,0.3275999999999999,0.4071,0.07950000000000013,0,0.0
coupled_audit,anthropic_small,3hop1__135794_87694_64412,3hop1__135794_87694_64412,musique,0.05,0.4375,0.3599999999999999,-0.07750000000000012,0,0.0
coupled_audit,anthropic_small,3hop1__857_846_7798,3hop1__857_846_7798,musique,0.05,0.9856,1.4950999999999999,0.5094999999999998,1,0.250466
coupled_audit,anthropic_small,3hop2__304722_297619_63959,3hop2__304722_297619_63959,musique,0.05,0.9676,0.9471,-0.020499999999999963,0,0.0
coupled_audit,anthropic_small,3hop1__756602_831637_91775,3hop1__756602_831637_91775,musique,0.05,1.4964,1.4999,0.0035000000000000586,0,0.0
coupled_audit,anthropic_small,3hop1__28841_547811_41132,3hop1__28841_547811_41132,musique,0.05,1.0564,1.0099,-0.046499999999999986,0,0.0
coupled_audit,anthropic_small,3hop2__27069_92991_76291,3hop2__27069_92991_76291,musique,0.05,0.8916,0.8110999999999999,-0.08050000000000002,0,0.0
coupled_audit,anthropic_small,4hop1__767417_624859_355213_203322,4hop1__767417_624859_355213_203322,musique,0.05,0.6716,1.1411,0.46950000000000003,1,0.1227525
coupled_audit,anthropic_small,4hop1__58323_375563_161848_28750,4hop1__58323_375563_161848_28750,musique,0.05,0.8276000000000001,0.7431,-0.08450000000000013,0,0.0
coupled_audit,anthropic_small,4hop1__802394_153080_159767_81096,4hop1__802394_153080_159767_81096,musique,0.05,0.75,0.6975,-0.05249999999999999,0,0.0
coupled_audit,anthropic_small,4hop1__145422_698949_157828_162309,4hop1__145422_698949_157828_162309,musique,0.05,0.7256,0.6350999999999999,-0.09050000000000014,0,0.0
coupled_audit,anthropic_small,4hop1__152562_5274_458768_33632,4hop1__152562_5274_458768_33632,musique,0.05,0.9516,1.4711,0.5195000000000001,1,0.006492999999999999
coupled_audit,anthropic_small,4hop3__193820_466199_128875_72134,4hop3__193820_466199_128875_72134,musique,0.05,1.4830999999999999,1.4936,0.010500000000000176,0,0.0
coupled_audit,anthropic_small,4hop1__56635_49925_13759_736921,4hop1__56635_49925_13759_736921,musique,0.05,1.4856,1.4950999999999999,0.009499999999999842,0,0.0
coupled_audit,anthropic_small,4hop1__73810_32392_823060_610794,4hop1__73810_32392_823060_610794,musique,0.05,0.9375,0.96,0.022499999999999964,0,0.0
coupled_audit,anthropic_small,4hop1__161765_53706_795904_580996,4hop1__161765_53706_795904_580996,musique,0.05,0.9216,0.8911,-0.03049999999999997,0,0.0
coupled_audit,anthropic_small,4hop3__673447_132409_371500_35031,4hop3__673447_132409_371500_35031,musique,0.05,0.7256,0.6350999999999999,-0.09050000000000014,0,0.0
coupled_audit,openai_large,2hop__131951_643670,2hop__131951_643670,musique,0.5,0.75,0.5,-0.25,1,-0.00025
coupled_audit,openai_large,2hop__161151_42352,2hop__161151_42352,musique,0.5,0.75,1.0,0.25,1,-0.12767440000000002
coupled_audit,openai_large,2hop__691639_154896,2hop__691639_154896,musique,0.5,0.75,0.5,-0.25,1,0.0002565000000000002
coupled_audit,openai_large,2hop__13353_17738,2hop__13353_17738,musique,0.5,0.75,1.5,0.75,1,-0.00046700000000002295
coupled_audit,openai_large,2hop__133116_533882,2hop__133116_533882,musique,0.5,0.75,0.0,-0.75,0,0.0
coupled_audit,openai_large,2hop__763840_144857,2hop__763840_144857,musique,0.5,0.75,1.0,0.25,0,0.0
coupled_audit,openai_large,2hop__728887_159109,2hop__728887_159109,musique,0.5,0.75,0.5,-0.25,1,0.003642
coupled_audit,openai_large,2hop__84103_345851,2hop__84103_345851,musique,0.5,0.75,1.5,0.75,1,-0.0004800000000000082
coupled_audit,openai_large,2hop__151705_141308,2hop__151705_141308,musique,0.5,0.75,0.5,-0.25,1,-0.00038600000000000006
coupled_audit,openai_large,2hop__158247_71142,2hop__158247_71142,musique,0.5,0.75,0.0,-0.75,0,0.0
coupled_audit,openai_large,3hop1__103662_443779_52195,3hop1__103662_443779_52195,musique,0.5,0.75,1.5,0.75,1,-0.0004940000000000222
coupled_audit,openai_large,3hop1__469478_15840_36002,3hop1__469478_15840_36002,musique,0.5,0.75,0.5,-0.25,1,-1.1000000000000159e-05
coupled_audit,openai_large,3hop1__30885_160713_77246,3hop1__30885_160713_77246,musique,0.5,0.75,0.5,-0.25,1,-0.0007749999999999996
coupled_audit,openai_large,3hop1__222497_737465_93723,3hop1__222497_737465_93723,musique,0.5,0.75,1.5,0.75,1,-0.0024543999999999955
